title,abstract
Modified polynucleotides for the production of proteins associated with human disease,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotides, primary transcripts and mmRNA molecules."
Modified polynucleotides for the production of biologics and proteins associated with human disease,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotides, primary transcripts and mmRNA molecules."
Modified polynucleotides for the production of proteins,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotides, primary transcripts and mmRNA molecules."
CHIKAGUNYA VIRUS RNA VACCINES,"The disclosure relates to tropical diseases such as viral mosquito borne illnesses and the treatment thereof. The invention includes ribonucleic acid vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines for treating and preventing tropical disease."
COMBINATION PIV3/HMPV RNA VACCINES,"The disclosure relates to respiratory virus ribonucleic acid (RNA) vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
In vivo production of proteins,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotides, primary transcripts and mmRNA molecules."
Compounds and compositions for intracellular delivery of therapeutic agents,"The disclosure features novel lipids and compositions involving the same. Nanoparticle compositions include a novel lipid as well as additional lipids such as phospholipids, structural lipids, and PEG lipids. Nanoparticle compositions further including therapeutic and/or prophylactics such as RNA are useful in the delivery of therapeutic and/or prophylactics to mammalian cells or organs to, for example, regulate polypeptide, protein, or gene expression."
Compounds and compositions for intracellular delivery of therapeutic agents,"The disclosure features novel lipids and compositions involving the same. Nanoparticle compositions include a novel lipid as well as additional lipids such as phospholipids, structural lipids, and PEG lipids. Nanoparticle compositions further including therapeutic and/or prophylactics such as RNA are useful in the delivery of therapeutic and/or prophylactics to mammalian cells or organs to, for example, regulate polypeptide, protein, or gene expression."
Compounds and compositions for intracellular delivery of therapeutic agents,"The disclosure features novel lipids and compositions involving the same. Nanoparticle compositions include a novel lipid as well as additional lipids such as phospholipids, structural lipids, and PEG lipids. Nanoparticle compositions further including therapeutic and/or prophylactics such as RNA are useful in the delivery of therapeutic and/or prophylactics to mammalian cells or organs to, for example, regulate polypeptide, protein, or gene expression."
Modified polynucleotides for the production of cytoplasmic and cytoskeletal proteins,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotides, primary transcripts and mmRNA molecules."
Compounds and compositions for intracellular delivery of therapeutic agents,"The disclosure features novel lipids and compositions involving the same. Nanoparticle compositions include a novel lipid as well as additional lipids such as phospholipids, structural lipids, and PEG lipids. Nanoparticle compositions further including therapeutic and/or prophylactics such as RNA are useful in the delivery of therapeutic and/or prophylactics to mammalian cells or organs to, for example, regulate polypeptide, protein, or gene expression."
METHODS FOR PREPARING PARTICLES AND RELATED COMPOSITIONS,"Methods for preparing particles and related compositions are provided. In some embodiments, the particles include at least one polynucleotide (e.g., mRNA), and in certain embodiments, the particles may include at least one ionizable molecule (e.g., a lipid). A method for preparing a suspension including the particles may comprise one or more filtration steps. In some such embodiments, prior to or during filtration, one or more properties of the particles (e.g., surface charge) and/or one or more properties of the suspension (e.g., pH) may be altered. In some embodiments, altering one or more properties of the particles and/or suspension may improve yield, improve a characteristic of the resulting composition, and/or prevent or reduce certain problems, such as fouling during the filtration process."
Modified polynucleotides for the production of oncology-related proteins and peptides,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of oncology-related polynucleotides, oncology-related primary transcripts and oncology-related mmRNA molecules."
Nucleic acid vaccines,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use ribonucleic acid vaccines (NAVs) comprising polynucleotide molecules encoding one or more antigens."
Terminally modified RNA,The invention relates to compositions and methods for the manufacture and optimization of modified mRNA molecules via optimization of their terminal architecture.
COMPOSITIONS AND METHODS FOR DELIVERY OF AGENTS,"This disclosure provides improved lipid-based compositions, including lipid nanoparticle compositions, and methods of use thereof for delivering agents in vivo including nucleic acids and proteins. These compositions are not subject to accelerated blood clearance and they have an improved toxicity profile in vivo."
HUMAN CYTOMEGALOVIRUS RNA VACCINES,"The disclosure relates to HCMV ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
Removal of DNA fragments in mRNA production process,"The present invention describes methods of removing DNA from an RNA transcript during the mRNA production process. The method embodies procedures for obtaining an in vitro transcription product, and removing any DNA from the product. The DNA can be removed by adding either free DNase or a resin containing immobilized DNase to the product, and recovering the RNA transcript. Alternatively, the DNA template used in the in vitro transcription reaction is labeled. After transcription, the product is applied to a resin that is configured to bind the label, and the RNA transcript is recovered. To detect whether any residual impurities are left in the RNA transcript product, the product is subjected to nuclease digestion and subsequently to liquid chromatography-tandem mass spectrometry analysis to quantitate any residual DNA. The present invention demonstrates efficient and effective methods of isolating an RNA transcript from an in vitro transcription product."
